Mode XML Parameters
ACO
maxNumIterations	35
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	15
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze150_5_9.mz	150	5	9	9	91	18.11111111111111
maze150_10_0.mz	150	10	0	50	50	9.42
maze150_10_1.mz	150	10	1	11	89	14.545454545454545
maze150_10_2.mz	150	10	2	11	89	14.818181818181818
maze150_10_3.mz	150	10	3	89	11	4.651685393258427
maze150_10_4.mz	150	10	4	34	66	9.911764705882353
maze150_10_5.mz	150	10	5	79	21	4.3544303797468356
maze150_10_6.mz	150	10	6	43	57	9.44186046511628
maze150_10_7.mz	150	10	7	18	82	13.333333333333334
maze150_10_8.mz	150	10	8	25	75	10.56
maze150_10_9.mz	150	10	9	46	54	8.782608695652174
maze150_15_0.mz	150	15	0	10	90	20.6
maze150_15_1.mz	150	15	1	62	38	6.145161290322581
maze150_15_2.mz	150	15	2	55	45	9.618181818181819
maze150_15_3.mz	150	15	3	45	55	10.444444444444445
maze150_15_4.mz	150	15	4	50	50	10.74
maze150_15_5.mz	150	15	5	79	21	4.569620253164557
maze150_15_6.mz	150	15	6	56	44	10.196428571428571
maze150_15_7.mz	150	15	7	66	34	4.787878787878788
maze150_15_8.mz	150	15	8	15	85	7.133333333333334
maze150_15_9.mz	150	15	9	74	26	6.297297297297297
maze160_5_0.mz	160	5	0	33	67	10.484848484848484
maze160_5_1.mz	160	5	1	30	70	10.733333333333333
maze160_5_2.mz	160	5	2	16	84	13.5625
maze160_5_3.mz	160	5	3	9	91	10.444444444444445
maze160_5_4.mz	160	5	4	17	83	11.0
maze160_5_5.mz	160	5	5	44	56	9.5
maze160_5_6.mz	160	5	6	1	99	2.0
maze160_5_7.mz	160	5	7	63	37	7.26984126984127
maze160_5_8.mz	160	5	8	3	97	14.333333333333334
maze160_5_9.mz	160	5	9	23	77	15.130434782608695
maze160_10_0.mz	160	10	0	66	34	8.727272727272727
maze160_10_1.mz	160	10	1	22	78	11.0
maze160_10_2.mz	160	10	2	71	29	5.436619718309859
maze160_10_3.mz	160	10	3	39	61	8.128205128205128
maze160_10_4.mz	160	10	4	38	62	11.026315789473685
maze160_10_5.mz	160	10	5	3	97	14.666666666666666
maze160_10_6.mz	160	10	6	55	45	9.545454545454545
maze160_10_7.mz	160	10	7	81	19	5.691358024691358
maze160_10_8.mz	160	10	8	6	94	17.166666666666668
maze160_10_9.mz	160	10	9	32	68	9.125
maze160_20_0.mz	160	20	0	5	95	16.4
maze160_20_1.mz	160	20	1	59	41	7.983050847457627
maze160_20_2.mz	160	20	2	17	83	12.470588235294118
maze160_20_3.mz	160	20	3	25	75	11.92
maze160_20_4.mz	160	20	4	95	5	1.1368421052631579
maze160_20_5.mz	160	20	5	60	40	7.283333333333333
maze160_20_6.mz	160	20	6	27	73	11.88888888888889
maze160_20_7.mz	160	20	7	10	90	10.9
maze160_20_8.mz	160	20	8	7	93	17.857142857142858
maze160_20_9.mz	160	20	9	53	47	8.056603773584905
maze170_5_0.mz	170	5	0	16	84	10.9375
maze170_5_1.mz	170	5	1	32	68	10.25
maze170_5_2.mz	170	5	2	1	99	5.0
maze170_5_3.mz	170	5	3	1	99	25.0
maze170_5_4.mz	170	5	4	8	92	19.125
maze170_5_5.mz	170	5	5	1	99	12.0
maze170_5_6.mz	170	5	6	33	67	11.787878787878787
maze170_5_7.mz	170	5	7	41	59	10.0
maze170_5_8.mz	170	5	8	0	100	NaN
maze170_5_9.mz	170	5	9	1	99	7.0
maze170_10_0.mz	170	10	0	88	12	3.5795454545454546
maze170_10_1.mz	170	10	1	16	84	12.6875
maze170_10_2.mz	170	10	2	13	87	14.846153846153847
maze170_10_3.mz	170	10	3	1	99	32.0
maze170_10_4.mz	170	10	4	87	13	3.4942528735632186
maze170_10_5.mz	170	10	5	0	100	NaN
maze170_10_6.mz	170	10	6	93	7	3.2795698924731185
maze170_10_7.mz	170	10	7	20	80	13.15
maze170_10_8.mz	170	10	8	36	64	11.444444444444445
maze170_10_9.mz	170	10	9	86	14	4.441860465116279
maze180_5_0.mz	180	5	0	0	100	NaN
maze180_5_1.mz	180	5	1	7	93	12.857142857142858
maze180_5_2.mz	180	5	2	22	78	11.454545454545455
maze180_5_3.mz	180	5	3	6	94	17.0
maze180_5_4.mz	180	5	4	0	100	NaN
maze180_5_5.mz	180	5	5	2	98	12.0
maze180_5_6.mz	180	5	6	14	86	14.0
maze180_5_7.mz	180	5	7	22	78	10.272727272727273
maze180_5_8.mz	180	5	8	1	99	2.0
maze180_5_9.mz	180	5	9	4	96	7.0
maze180_10_0.mz	180	10	0	10	90	13.1
maze180_10_1.mz	180	10	1	50	50	9.8
maze180_10_2.mz	180	10	2	22	78	12.136363636363637
maze180_10_3.mz	180	10	3	57	43	8.719298245614034
maze180_10_4.mz	180	10	4	24	76	12.791666666666666
maze180_10_5.mz	180	10	5	61	39	6.950819672131147
maze180_10_6.mz	180	10	6	63	37	6.714285714285714
maze180_10_7.mz	180	10	7	21	79	13.666666666666666
maze180_10_8.mz	180	10	8	34	66	11.735294117647058
maze180_10_9.mz	180	10	9	8	92	12.25
