Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze150_10_2.mz	150	10	2	19	81	16.105263157894736
maze150_10_3.mz	150	10	3	86	14	5.5
maze150_10_4.mz	150	10	4	44	56	12.704545454545455
maze150_10_5.mz	150	10	5	89	11	3.5730337078651684
maze150_10_6.mz	150	10	6	58	42	9.810344827586206
maze150_10_7.mz	150	10	7	20	80	12.05
maze150_10_8.mz	150	10	8	40	60	18.1
maze150_10_9.mz	150	10	9	37	63	14.756756756756756
maze150_15_0.mz	150	15	0	14	86	20.285714285714285
maze150_15_1.mz	150	15	1	74	26	9.45945945945946
maze150_15_2.mz	150	15	2	60	40	8.75
maze150_15_3.mz	150	15	3	50	50	11.76
maze150_15_4.mz	150	15	4	61	39	10.737704918032787
maze150_15_5.mz	150	15	5	86	14	3.941860465116279
maze150_15_6.mz	150	15	6	72	28	10.375
maze150_15_7.mz	150	15	7	81	19	6.469135802469136
maze150_15_8.mz	150	15	8	17	83	19.58823529411765
maze150_15_9.mz	150	15	9	81	19	8.851851851851851
maze160_5_0.mz	160	5	0	31	69	14.548387096774194
maze160_5_1.mz	160	5	1	32	68	16.875
maze160_5_2.mz	160	5	2	14	86	20.0
maze160_5_3.mz	160	5	3	12	88	11.333333333333334
maze160_5_4.mz	160	5	4	26	74	16.115384615384617
maze160_5_5.mz	160	5	5	48	52	14.416666666666666
maze160_5_6.mz	160	5	6	2	98	22.5
maze160_5_7.mz	160	5	7	68	32	9.044117647058824
maze160_5_8.mz	160	5	8	6	94	19.166666666666668
maze160_5_9.mz	160	5	9	32	68	14.34375
maze160_10_0.mz	160	10	0	64	36	9.765625
maze160_10_1.mz	160	10	1	37	63	17.864864864864863
maze160_10_2.mz	160	10	2	81	19	6.962962962962963
maze160_10_3.mz	160	10	3	55	45	12.654545454545454
maze160_10_4.mz	160	10	4	34	66	13.0
maze160_10_5.mz	160	10	5	4	96	22.75
maze160_10_6.mz	160	10	6	70	30	8.585714285714285
maze160_10_7.mz	160	10	7	88	12	5.545454545454546
maze160_10_8.mz	160	10	8	15	85	17.8
maze160_10_9.mz	160	10	9	54	46	12.481481481481481
maze160_20_0.mz	160	20	0	5	95	14.4
maze160_20_1.mz	160	20	1	65	35	10.03076923076923
maze160_20_2.mz	160	20	2	16	84	14.625
maze160_20_3.mz	160	20	3	29	71	15.89655172413793
maze160_20_4.mz	160	20	4	99	1	2.121212121212121
maze160_20_5.mz	160	20	5	64	36	11.28125
maze160_20_6.mz	160	20	6	23	77	14.043478260869565
maze160_20_7.mz	160	20	7	4	96	20.0
maze160_20_8.mz	160	20	8	10	90	12.4
maze160_20_9.mz	160	20	9	65	35	7.569230769230769
